ID,Title,Address,Date_Posted,Number_of_Bedrooms,Number_of_Bathrooms,Area_m2,Price,Image_URL
288,Bán biệt thự Vạn Hạnh phường 8 Đà Lạt thích hợp an cư nghỉ dưỡng,"TP. Đà Lạt, Lâm Đồng",2023-06-13,5,5,350,25000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/12/006/6b0a0686fbbe4874b32cbd46316b6457.jpg
289,Bán khách sạn 2 mặt tiền Lê Hồng Phong phường 4 Đà Lạt tiện kinh doanh,"TP. Đà Lạt, Lâm Đồng",2023-06-13,23,23,133,18000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/12/502/443d70ed182b4326adc0a15f7b9c4c4a.jpg
290,Bán biệt thự mặt tiền Lý Nam Đế Phường 8 Đà Lạt an cư nghỉ dưỡng,"TP. Đà Lạt, Lâm Đồng",2023-06-13,5,6,329,39000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/12/475/a108b88ef0874435831b96ffa12146ca.jpg
291,Bán khách sạn Trần Khánh Dư phường 8 Đà Lạt thuận tiện kinh doanh,"TP. Đà Lạt, Lâm Đồng",2023-06-13,15,15,94,15000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/12/450/88b95b48c6ae4a77b2610288f94ca782.jpg
292,Bán căn biệt thự Khu An Sơn P4 Đà Lạt hai mặt tiền đường nhựa view đẹp,"TP. Đà Lạt, Lâm Đồng",2023-06-13,4,6,277,27000000000,https://cloud.mogi.vn/images/thumb-small/2023/04/28/493/635559b031d94fa4bf2e8490b61333fb.jpg
293,Bán nhà hai mặt tiền Mê Linh phường 9 Đà Lạt an cư nghỉ dưỡng,"TP. Đà Lạt, Lâm Đồng",2023-06-13,8,6,360,12500000000,https://cloud.mogi.vn/images/thumb-small/2023/05/10/176/d0989443812c49c08365cd52c6a19ad1.jpg
294,Bán khách sạn mặt tiền Thủ Khoa Huân phường 1 Đà Lạt kinh doanh tốt,"TP. Đà Lạt, Lâm Đồng",2023-06-13,40,41,262,45000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/09/172/0c0bfb357aad4f308bcffd55c19adfc7.jpg
295,Bán biệt thự KQH An Sơn phường 4 Đà Lạt thuận tiện an cư nghỉ dưỡng,"TP. Đà Lạt, Lâm Đồng",2023-06-13,5,6,217,15500000000,https://cloud.mogi.vn/images/thumb-small/2023/05/09/152/ea52536b0048494389b6cd759c57485e.jpg
296,Bán khách sạn mặt tiền Phan Bội Châu P1 Đà Lạt thuận tiện kinh doanh,"TP. Đà Lạt, Lâm Đồng",2023-06-13,13,13,61,19000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/18/014/7437de0bce4741a0aec69b1714c6a88a.jpg
297,Bán khách sạn mặt tiền Bùi Thị Xuân  P2 Đà Lạt thuận tiện kinh doanh,"TP. Đà Lạt, Lâm Đồng",2023-06-13,11,11,897,230000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/18/023/500c00fdd0ef4e1eb29282e50dee7041.jpg
298,Bán biệt thự mặt tiền Lý Nam Đế Phường 8 Đà Lạt thích hợp nghỉ dưỡng,"TP. Đà Lạt, Lâm Đồng",2023-06-13,4,4,200,25000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/18/598/2b441067e1a847eea7543161081b56dd.jpg
299,Bán nhà 2 mặt tiền KQH Yersin Đà Lạt ngay trung tâm an cư nghỉ dưỡng,"TP. Đà Lạt, Lâm Đồng",2023-06-13,4,4,87,8900000000,https://cloud.mogi.vn/images/thumb-small/2023/05/15/553/0814aa4a3cf944dc8416d0272ca674a2.jpg
300,Bán khách sạn 2 mặt tiền Phan Bội Châu thuận tiện vào kinh doanh ngay,"TP. Đà Lạt, Lâm Đồng",2023-06-13,40,40,290,45000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/15/458/bc36d787fbc941b3a75eb75cb81fe061.jpg
301,Bán khách sạn 3 mặt tiền KQH Phạm Hồng Thái P10 Đà Lạt  kinh doanh tốt,"TP. Đà Lạt, Lâm Đồng",2023-06-13,11,11,90,13500000000,https://cloud.mogi.vn/images/thumb-ms/2023/05/15/407/075fd47d9843403580719bd40c207a38.jpg
302,Bán biệt thự mặt tiền Hồ Xuân Hương phường 9 Đà Lạt hợp nghỉ dưỡng,"TP. Đà Lạt, Lâm Đồng",2023-06-13,4,2,777,38000000000,https://cloud.mogi.vn/images/thumb-ms/2023/05/19/135/479e82e34c274afc846262451e83564d.jpg
303,Bán nhà 2 mặt tiền Nguyễn Hữu Cầu phường 12 Đà Lạt thích hợp an cư,"TP. Đà Lạt, Lâm Đồng",2023-06-13,6,5,111,8500000000,https://cloud.mogi.vn/images/thumb-small/2023/05/18/343/b74c466c5e0442ceb4fe6aec15b32d55.jpg
304,Bán biệt thự 2 mặt tiền An Bình Phường 3 Đà Lạt thích hợp nghỉ dưỡng,"TP. Đà Lạt, Lâm Đồng",2023-06-13,6,4,503,38000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/18/111/7490cf66d0f14a06ab37d29f77b10c1e.jpg
305,Bán nhà mặt tiền Chi Lăng Phường 9 Đà Lạt thích hợp kinh doanh đa dạng,"TP. Đà Lạt, Lâm Đồng",2023-06-13,4,2,133,20000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/18/235/31796566d0d447dfbb17f53cdb017fd2.jpg
306,Bán biệt thự Lê Hồng Phong Phường 4 Đà Lạt thích hợp nghỉ dưỡng,"TP. Đà Lạt, Lâm Đồng",2023-06-13,5,5,295,24000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/18/219/4296c80c7cd9404c8c2c272b5d29a875.jpg
307,Bán nhà đẹp kiên cố đường nhựa KQH Mê Linh P9 Đà Lạt thuận tiện an cư,"TP. Đà Lạt, Lâm Đồng",2023-06-13,3,2,81,6200000000,https://cloud.mogi.vn/images/thumb-small/2023/05/18/084/bb4433c5527e41ff92e302d660478854.jpg
308,Bán khách sạn mặt tiền Lý Tự Trọng P2 Đà Lạt thuận tiện kinh doanh,"TP. Đà Lạt, Lâm Đồng",2023-06-13,12,12,67,16000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/17/182/d5f3097acf1b490daec3c2002736557d.jpg
309,Bán khách sạn đẳng cấp Khe Sanh phường 10 Đà Lạt view thung lũng xanh,"TP. Đà Lạt, Lâm Đồng",2023-06-13,47,47,1256,61000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/17/135/3c20e08166d24a61b91fbcb5b1977f00.jpg
310,Bán nhà hai mặt tiền hẻm Bùi Thị Xuân thuận tiện kinh doanh đa dạng,"TP. Đà Lạt, Lâm Đồng",2023-06-13,5,7,78,17000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/17/079/3e727db1450d422e8244abfd3f38fe6a.jpg
311,Bán căn Biệt Thự 2 mặt tiền Trịnh Hoài Đức P11 Đà Lạt kinh doanh ngay,"TP. Đà Lạt, Lâm Đồng",2023-06-13,7,4,270,16600000000,https://cloud.mogi.vn/images/thumb-small/2023/05/11/226/6af9094c8acb49fcaeec20fde383c315.jpg
312,Bán nhà 2 mặt tiền Phan Đình Phùng phường 2 Đà Lạt kinh doanh đắc địa,"TP. Đà Lạt, Lâm Đồng",2023-06-13,3,3,119,30000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/05/217/cd418388ef874b8abd229af1ea559090.jpg
313,Bán Khách sạn 3 sao mặt tiền Tô Hiến Thành P3 Đà Lạt đang kinh doanh,"TP. Đà Lạt, Lâm Đồng",2023-06-13,40,40,911,145000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/05/285/70417636ffea4693a1024c101dbad28e.jpg
314,Bán biệt thự nghỉ dưỡng Mai Anh Đào phường 8 Đà Lạt sân vườn rộng rãi,"TP. Đà Lạt, Lâm Đồng",2023-06-13,11,11,375,21000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/11/311/aa8dfe99d6de459bb49d6ca20ad0c1d8.jpg
315,Bán homestay mặt tiền Hai Bà Trưng phường 6 Đà Lạt ngay trung tâm,"TP. Đà Lạt, Lâm Đồng",2023-06-13,16,15,192,24000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/29/313/037e840405944e89bffb822f63ec2200.jpg
316,Bán biệt thự nghỉ dưỡng Măng Lin phường 7 Đà Lạt view thung lũng,"TP. Đà Lạt, Lâm Đồng",2023-06-13,3,3,101,5800000000,https://cloud.mogi.vn/images/thumb-ms/2023/05/29/420/b7d503564dcb4d7393f271799c7d3eb3.jpg
317,Bán khách sạn KQH Nguyễn Thị Nghĩa phường 2 Đà Lạt ngay trung tâm,"TP. Đà Lạt, Lâm Đồng",2023-06-13,21,22,171,32000000000,https://cloud.mogi.vn/images/thumb-ms/2023/05/29/518/1b664093f9564840bfde7922e1671bab.jpg
318,Bán biệt thự Trịnh Hoài Đức P11 ĐL thiết kế hiện đại hợp nghĩ dưỡng,"TP. Đà Lạt, Lâm Đồng",2023-06-13,7,6,200,14000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/31/456/06289f0e37b34736aeab208d24d604db.jpg
319,Bán biệt thự mặt tiền Ngô Tất Tố gồm 2 căn riêng biệt giá 35 tỷ,"TP. Đà Lạt, Lâm Đồng",2023-06-08,11,12,573,34999000000,https://cloud.mogi.vn/images/thumb-small/2023/06/07/215/d9adbd7ee1754c22a73c749465dc5edb.jpg
320,Bán khách sạn MỚI KQH Phạm Hồng Thái giá 14 tỷ,"TP. Đà Lạt, Lâm Đồng",2023-06-08,9,10,90,14000000000,https://cloud.mogi.vn/images/thumb-small/2023/06/03/040/3304339a3c14405ab91beb9eb3c82f15.jpg
321,Bán đất 1000M2 tặng Homestay  Ba Tháng Tư Đà Lạt view SÁT rừng thông,"TP. Đà Lạt, Lâm Đồng",2023-06-08,3,2,999,28000000000,https://cloud.mogi.vn/images/thumb-small/2023/06/01/268/41b8b68eb36c4b518bc00a25fbac085c.jpg
322,Bán nhà gần trung tâm thị trấn liên nghĩa huyện đức trọng Sân đậu ô tô,"Huyện Đức Trọng, Lâm Đồng",2023-06-08,3,2,110,2950000000,https://cloud.mogi.vn/images/thumb-small/rotate2/2023/06/08/178/0bada03644f64d3894b28a0da7c976d4.jpg
323,[HIẾM CÓ] BÁN CĂN NHÀ diện tích ngang 9m sâu 30m đã trừ lộ giới đường,"Huyện Đức Trọng, Lâm Đồng",2023-06-06,2,1,270,3600000000,https://cloud.mogi.vn/images/thumb-small/2023/06/06/294/681334dbdedc480dab1bc4828528f30b.jpg
324,"Biệt Thự Nghỉ Dưỡng 2 Mặt Tiền, Sổ Hồng Có Sẵn, Thanh toán trong 2 năm","Huyện Bảo Lâm, Lâm Đồng",2023-06-03,2,2,230,4172000000,https://cloud.mogi.vn/images/thumb-small/2023/06/03/066/d36990987145438cafa4155a4702bc26.jpg
325,Bán nhà mặt tiền Ngô Thì Nhậm phường 4 Đà Lạt tiện an cư lạc nghiệp,"TP. Đà Lạt, Lâm Đồng",2023-06-01,2,2,89,8500000000,https://cloud.mogi.vn/images/thumb-small/2023/05/30/058/1787c40f926048cb99eb3801da0b536f.jpg
326,Bán biệt thự Đống Đa phường 3 Đà Lạt thích hợp KD nghỉ dưỡng cao cấp,"TP. Đà Lạt, Lâm Đồng",2023-06-01,7,7,1000,33500000000,https://cloud.mogi.vn/images/thumb-small/2023/05/30/426/b5387377cdc94033a5b96a8b8499512b.jpg
327,Bán khách sạn mặt tiền Hà Huy Tập Phường 3 đang kinh doanh ổn định,"TP. Đà Lạt, Lâm Đồng",2023-06-01,32,32,307,75000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/30/407/33964e3f193f4f009e70b43bd42afbcf.jpg
328,Bán biệt thự nghỉ dưỡng 2 mặt tiền hẻm Trịnh Hoài Đức Phường 11 Đà Lạt,"TP. Đà Lạt, Lâm Đồng",2023-06-01,16,18,356,28000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/20/434/5ebde1799dcc46fc93e549ed6cc4ab05.jpg
329,Bán biệt thự Trần Quang Diệu phường 10 Đà Lạt view thung lũng săn mây,"TP. Đà Lạt, Lâm Đồng",2023-06-01,12,12,586,45000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/20/410/bc64571c12a4418f988df2ff7868971a.jpg
330,Bán nhà Lữ Gia phường 9 Đà Lạt an cư nghỉ dưỡng kết hợp kinh doanh,"TP. Đà Lạt, Lâm Đồng",2023-06-01,4,5,112,8500000000,https://cloud.mogi.vn/images/thumb-small/2023/05/20/398/14dedf0f7f944f00b65d5084db3c0184.jpg
331,Bán biệt thự nghỉ dưỡng 2 mặt tiền hẻm Khởi Nghĩa Bắc Sơn P10 Đà Lạt,"TP. Đà Lạt, Lâm Đồng",2023-06-01,9,9,1174,70000000000,https://cloud.mogi.vn/images/thumb-ms/2023/05/20/358/cb1d9ea7016349d38508cb2681f5e1a9.jpg
332,Bán nhà Nguyễn Công Trứ phường 8 Đà Lạt thuận tiện kinh doanh homestay,"TP. Đà Lạt, Lâm Đồng",2023-06-01,9,10,100,10000000000,https://cloud.mogi.vn/images/thumb-ms/2023/05/20/331/7f394b8fce8443bda522d3d6d67f1742.jpg
333,Bán khách sạn mặt tiền Lý Tự Trọng P2 Đà Lạt thuận tiện kinh doanh,"TP. Đà Lạt, Lâm Đồng",2023-06-01,10,10,70,17000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/11/015/bdbe814591804699bbcbc57eba22a940.jpg
334,Bán khách sạn mặt tiền Nguyễn Chí Thanh phường 1 Đà Lạt ngay trung tâm,"TP. Đà Lạt, Lâm Đồng",2023-06-01,26,27,123,71000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/11/585/a11c4bdf85f94a1cbe876252543bfe9d.jpg
335,Bán nhà mặt tiền Hai Bà Trưng phường 6 Đà Lạt thuận tiện kinh doanh,"TP. Đà Lạt, Lâm Đồng",2023-06-01,8,8,95,35000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/10/593/2e1a62901a474f52865bbd84a2d3b8bf.jpg
336,Bán biệt thự Viện Nghiên Cứu Hạt Nhân P11 Đà Lạt thích hợp nghĩ dưỡng,"TP. Đà Lạt, Lâm Đồng",2023-06-01,7,9,234,30000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/20/201/eaaf490558304013b284d5c62f60363e.jpg
337,Bán nhà Phan Chu Trinh Phường 9 Đà Lạt thích hợp an cư lạc nghiệp,"TP. Đà Lạt, Lâm Đồng",2023-06-01,2,2,87,5800000000,https://cloud.mogi.vn/images/thumb-small/2023/05/20/184/1e690a65bf9d487a9e0e5a7062c89144.jpg
338,Bán biệt thự 2 mặt tiền hẻm Mai Xuân Thưởng phường 8 Đà Lạt nghỉ dưỡng,"TP. Đà Lạt, Lâm Đồng",2023-06-01,3,2,200,11000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/19/019/63338142cddf4e2eab02d66c9901e46e.jpg
339,Bán nhà mặt tiền Hoàng Diệu Phường 5 Đà Lạt gần trung tâm thành phố,"TP. Đà Lạt, Lâm Đồng",2023-06-01,3,3,156,13000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/19/569/d9734f7a548147d7a97e980a9dd5e4fe.jpg
340,Bán biệt thự 2 mặt tiền Huỳnh Thúc Kháng phường 4 Đà Lạt nghỉ dưỡng,"TP. Đà Lạt, Lâm Đồng",2023-06-01,10,10,787,125000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/19/251/296297aea8514717bd33e9b66ed72710.jpg
341,Bán nhà 2 mặt tiền hẻm Nguyễn Siêu phường 7 Đà Lạt an cư lạc nghiệp,"TP. Đà Lạt, Lâm Đồng",2023-06-01,5,6,96,7500000000,https://cloud.mogi.vn/images/thumb-small/2023/05/19/430/6089eed5a98c476e89131eae61796443.jpg
342,Bán nhà mặt tiền Lê Quý Đôn P5 Đà Lạt ngay trung tâm tiện di chuyển,"TP. Đà Lạt, Lâm Đồng",2023-06-01,4,3,39,10000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/18/231/ccf3d26c64d14aed8814e46166d0efd6.jpg
343,Bán khách sạn KQH Golf Valley phường 2 Đà Lạt đang kinh doanh ổn định,"TP. Đà Lạt, Lâm Đồng",2023-06-01,9,10,91,16900000000,https://cloud.mogi.vn/images/thumb-small/2023/05/18/210/7af4fb9c3946486a8e83be6705592307.jpg
344,Bán Biệt thự Nguyễn Trung Trực phường 4 Đà Lạt view thành phố cực đẹp,"TP. Đà Lạt, Lâm Đồng",2023-06-01,4,4,357,25000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/18/142/02e15806ed3b420d8184cb2286b9d5eb.jpg
345,Bán khách sạn góc hai mặt tiền Bà Triệu Phạm Ngũ Lão trung tâm Đà Lạt,"TP. Đà Lạt, Lâm Đồng",2023-06-01,35,40,140,62000000000,https://cloud.mogi.vn/images/thumb-small/2023/04/06/123/f641552b0947408a8ec600dcdfa603cc.jpg
346,Bán khách sạn mặt tiền Khe Sanh Đà Lạt view thung lũng thông xanh,"TP. Đà Lạt, Lâm Đồng",2023-06-01,47,50,1256,61000000000,https://cloud.mogi.vn/images/thumb-ms/2023/04/06/076/f05cd37c23224122b75e5ac180229f20.jpg
347,Bán biệt thự 2 mặt tiền Khe Sanh Phường 10 Đà Lạt thích hợp kinh doanh,"TP. Đà Lạt, Lâm Đồng",2023-06-01,4,3,525,40000000000,https://cloud.mogi.vn/images/thumb-ms/2023/05/17/231/0099d4509d194318981a51b3e307d65a.jpg
348,Bán nhà Lê Hồng Phong phường 4 Đà Lạt thích hợp an cư và kinh doanh,"TP. Đà Lạt, Lâm Đồng",2023-06-01,3,2,141,11000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/17/198/7c12478bbbce4bebb49648d1455654a9.jpg
349,Bán biệt thự 2 mặt tiền Đa Phú phường 7 Đà Lạt thích hợp đầu tư an cư,"TP. Đà Lạt, Lâm Đồng",2023-06-01,6,6,261,11000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/17/167/9c0b9ce9bbed418a9b4ea82a62721176.jpg
350,Bán biệt thự mặt tiền Sương Nguyệt Ánh P9 Đà Lạt hợp đầu tư nghỉ dưỡng,"TP. Đà Lạt, Lâm Đồng",2023-06-01,7,8,502,110000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/17/109/7fded3c65eaa4706afed3609ecbf4916.jpg
351,Bán homestay KQH Đông Tĩnh Phường 8 Đà Lạt kinh doanh ổn định,"TP. Đà Lạt, Lâm Đồng",2023-06-01,8,8,300,20000000000,https://cloud.mogi.vn/images/thumb-small/2023/04/14/090/e37451d938894bcca81172fba9e75ccf.jpg
352,Bán khách sạn mới Ba Tháng Tư P3 Đà Lạt phong cách Châu Âu đẳng cấp,"TP. Đà Lạt, Lâm Đồng",2023-06-01,19,19,402,43000000000,https://cloud.mogi.vn/images/thumb-small/2023/04/14/044/3bce5bbf7fcd4e32b66f1b13caecf54f.jpg
353,Bán căn biệt thự Lữ Gia P9 Đà Lạt view đẹp nghỉ dưỡng,"TP. Đà Lạt, Lâm Đồng",2023-06-01,3,3,214,12000000000,https://cloud.mogi.vn/images/thumb-small/2023/04/14/011/61f0fd42e0454a85aae24b32db62f4a6.jpg
354,Bán khách sạn 2 mặt tiền Bùi Thị Xuân P2 Đà Lạt view Hồ Xuân Hương,"TP. Đà Lạt, Lâm Đồng",2023-06-01,14,14,106,30000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/09/234/3bfa3cbaf8a540a999db713ff0068ede.jpg
355,Bán khách sạn ngay trung tâm Hai Bà Trưng P6 Đà Lạt kinh doanh tốt,"TP. Đà Lạt, Lâm Đồng",2023-06-01,9,10,125,15500000000,https://cloud.mogi.vn/images/thumb-small/2023/04/27/247/169973891b294b7aa25dad92872b1a59.jpg
356,Bán homestay Nam Hồ P11 Đà Lạt có view thung lũng và thiết kế hiện đại,"TP. Đà Lạt, Lâm Đồng",2023-06-01,6,6,281,14000000000,https://cloud.mogi.vn/images/thumb-small/2023/04/24/277/9ea47afd2620423f98c8267208dea0e7.jpg
357,Bán biệt thự mặt tiền Đa Phú P7 Đà Lạt thích hợp an cư nghỉ dưỡng,"TP. Đà Lạt, Lâm Đồng",2023-06-01,4,4,260,12000000000,https://cloud.mogi.vn/images/thumb-small/2023/04/24/238/61bb82946e65493ebc0b20a58718372f.jpg
358,Bán resort nghỉ dưỡng cao cấp mặt tiền Khe Sanh Đà Lạt,"TP. Đà Lạt, Lâm Đồng",2023-06-01,34,40,11000,270000000000,https://cloud.mogi.vn/images/thumb-small/2023/04/06/022/c29b24a75cc94fcdaff66104fdd62231.jpg
359,Bán khách sạn Trung tâm thành phố Đường Lê Đại Hành phường 3 Đà Lạt,"TP. Đà Lạt, Lâm Đồng",2023-06-01,60,60,367,200000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/11/122/98914ec00af447c68feb33bcbafb7a9c.jpg
360,Bán khách sạn Trần Nhật Duật phường 5 Đà Lạt thuận tiện kinh doanh,"TP. Đà Lạt, Lâm Đồng",2023-06-01,16,16,148,28000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/09/308/c7c74f47463a4760ac8c655d7b8e912f.jpg
361,Bán nhà Hoàng Hoa Thám phường 10 Đà Lạt view tuyệt đẹp tiện kinh doanh,"TP. Đà Lạt, Lâm Đồng",2023-06-01,2,1,73,4800000000,https://cloud.mogi.vn/images/thumb-ms/2023/05/05/039/4cbe65ccf2df4b548e1dfefd8173a85a.jpg
362,Bán biệt thự Nguyễn Hữu Cầu phường 12 Đà Lạt hợp an cư nghỉ dưỡng,"TP. Đà Lạt, Lâm Đồng",2023-06-01,6,6,201,12500000000,https://cloud.mogi.vn/images/thumb-ms/2023/04/28/397/d178704c41054abdbef4e56d883eeddf.jpg
363,Bán biệt thự KQH An Sơn P4 Đà Lạt thích hợp an cư nghĩ dưỡng,"TP. Đà Lạt, Lâm Đồng",2023-06-01,4,4,195,22000000000,https://cloud.mogi.vn/images/thumb-small/2023/04/25/112/f5ab8f1b53ea4ca6bf75238fcf59fa85.jpg
364,Bán Khách sạn mặt tiền Đoàn Thị Điểm phường 4 Đà Lạt kinh doanh tốt,"TP. Đà Lạt, Lâm Đồng",2023-06-01,6,7,78,18000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/05/070/9c0a53f54e094948bc2b25b1814ddcde.jpg
365,Bán biệt thự KQH An Sơn P4 Đà Lạt thích hợp kinh doanh nghỉ dưỡng,"TP. Đà Lạt, Lâm Đồng",2023-06-01,4,4,280,23000000000,https://cloud.mogi.vn/images/thumb-small/2023/04/25/054/5e9c2d989d034e22b7c35545b62924ad.jpg
366,Bán biệt thự Khe Sanh phường 10 Đà Lạt view thung lũng đắt giá,"TP. Đà Lạt, Lâm Đồng",2023-06-01,5,5,200,25000000000,https://cloud.mogi.vn/images/thumb-small/2023/04/19/139/1a22d1048b6b48998cf9cd7d33a1a989.jpg
367,Bán Khách sạn 3 sao mặt tiền Đống Đa phường 3 Đà Lạt view thành phố,"TP. Đà Lạt, Lâm Đồng",2023-06-01,66,66,883,320000000000,https://cloud.mogi.vn/images/thumb-small/2023/04/19/119/ff15705bed224a3b99b25094891a8a9a.jpg
368,Bán khách sạn Dã Tượng phường 5 Đà Lạt đẳng cấp hoàng gia - MN785,"TP. Đà Lạt, Lâm Đồng",2023-06-01,22,22,1058,125000000000,https://cloud.mogi.vn/images/thumb-small/2023/04/18/564/68a1a3f8e9314c6b9e16523dd3ed06a7.jpg
369,Bán nhà KQH Hoàng Văn Thụ phường 4 Đà Lạt kinh doanh tốt - MN712,"TP. Đà Lạt, Lâm Đồng",2023-06-01,4,4,60,12000000000,https://cloud.mogi.vn/images/thumb-small/2023/04/18/514/ebbb2b8a47d5473b85f7afbeb1af144f.jpg
370,Bán Biệt thự hai mặt tiền Đống Đa P3 Đà Lạt view đẹp ngay trung tâm,"TP. Đà Lạt, Lâm Đồng",2023-06-01,8,9,789,60000000000,https://cloud.mogi.vn/images/thumb-small/2023/04/17/215/126bd58f2404466fa77c7968df08946d.jpg
371,Bán biệt thự 2 mặt tiền Khe Sanh P10 Đà Lạt view thung lũng cực đẹp,"TP. Đà Lạt, Lâm Đồng",2023-06-01,13,10,331,19000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/08/504/6a4861be864a418cb817661f00b05726.jpg
372,Bán biệt thự KQH An Sơn P4 Đà Lạt thích hợp kinh doanh nghỉ dưỡng,"TP. Đà Lạt, Lâm Đồng",2023-06-01,2,2,299,25000000000,https://cloud.mogi.vn/images/thumb-small/2023/04/20/024/0f8a1787117d46cba833f602d7e5cdec.jpg
373,Bán khách sạn 2mặt tiền Triệu Việt Vương P4 Đà Lạt đang kinh doanh tốt,"TP. Đà Lạt, Lâm Đồng",2023-06-01,50,50,1528,82000000000,https://cloud.mogi.vn/images/thumb-small/2023/04/20/583/933ffcf823ea4b28bc292b00d86e7886.jpg
374,Bán khách sạn Thông Thiên Học Đà Lạt 11 phòng ngay trung tâm giá rẻ,"TP. Đà Lạt, Lâm Đồng",2023-06-01,11,11,103,10500000000,https://cloud.mogi.vn/images/thumb-small/2023/04/13/259/ec74952bdba348f793db96cd98f6e910.jpg
375,Bán nhà 2 mặt tiền đường Ngô Quyền và Hai Bà Trưng Phường 6 Đà Lạt,"TP. Đà Lạt, Lâm Đồng",2023-06-01,7,7,125,20000000000,https://cloud.mogi.vn/images/thumb-small/2023/04/13/208/dcd043658651455fbf7fb808ad4a955a.jpg
376,Bán nhà mặt tiền Hai Bà Trưng phường 6 Đà Lạt thuận tiện kinh doanh,"TP. Đà Lạt, Lâm Đồng",2023-06-01,3,3,95,20000000000,https://cloud.mogi.vn/images/thumb-ms/2023/04/12/273/adffc91d958b4dbd82569aef6b428ca3.jpg
377,Bán biệt thự Khởi Nghĩa Bắc Sơn Đà Lạt view vô cực,"TP. Đà Lạt, Lâm Đồng",2023-06-01,9,10,1174,70000000000,https://cloud.mogi.vn/images/thumb-ms/2023/04/06/568/b357b383ed244ea0b58d5e9eb7fec142.jpg
378,Bán homestay mặt tiền Gio An phường 5 Đà Lạt thuận tiện kinh doanh,"TP. Đà Lạt, Lâm Đồng",2023-06-01,7,7,145,12500000000,https://cloud.mogi.vn/images/thumb-small/2023/05/16/195/35013737389e4ed6b81f37a73c1d6584.jpg
379,Bán khách mặt tiền Phan Như Thạch phường 1 Đà Lạt ngay trung tâm,"TP. Đà Lạt, Lâm Đồng",2023-06-01,19,19,142,37000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/16/163/5638670caed043abaa32dff32b90a361.jpg
380,Bán nhà mặt tiền Nguyễn Văn Trỗi Phường 2 Đà Lạt ngay trung tâm,"TP. Đà Lạt, Lâm Đồng",2023-06-01,5,5,79,25000000000,https://cloud.mogi.vn/images/thumb-small/2023/04/28/568/06d948d2b14946b19b38881ff768f4c8.jpg
381,Bán biệt thự mặt tiền Lý Thường Kiệt P9 Đà Lạt thích hợp nghỉ dưỡng,"TP. Đà Lạt, Lâm Đồng",2023-06-01,4,4,240,13680000000,https://cloud.mogi.vn/images/thumb-small/2023/05/16/028/656f6d1efaf54f6fa9c7f36dccdeec9a.jpg
382,Bán biệt thự Đống Đa phường 3 Đà Lạt thích hợp kinh doanh nghỉ dưỡng,"TP. Đà Lạt, Lâm Đồng",2023-06-01,7,7,1657,100000000000,https://cloud.mogi.vn/images/thumb-small/2023/05/16/238/1f24a2aee9854ddfaa662e56a996c303.jpg
383,Bán biệt thự Ngô Tất Tố Phường 8 Đà Lạt view thung lũng hợp nghỉ dưỡng,"TP. Đà Lạt, Lâm Đồng",2023-06-01,7,7,215,19500000000,https://cloud.mogi.vn/images/thumb-small/2023/05/08/012/5a8bb9ddc0aa4c8d8d770477a89580fb.jpg
